Link,grandeur,timestamp,type,unite,value
Bretigny#1,ligneRouteCapa,2018-05-14 12:00:00,road,camions,1.6
Bretigny#1,ligneRouteCapa,2018-05-21 12:00:00,road,camions,1.3604782382720215
Bretigny#1,ligneRouteCapa,2018-05-28 12:00:00,road,camions,1.7005977978400268
Bretigny#1,ligneRouteCapa,2018-06-04 12:00:00,road,camions,1.7005977978400268
Bretigny#1,ligneRouteCapa,2018-06-11 12:00:00,road,camions,1.691787084766358
Bretigny#1,ligneRouteCapa,2018-06-18 12:00:00,road,camions,1.691787084766358
Bretigny#1,ligneRouteCapa,2018-06-25 12:00:00,road,camions,1.691787084766358
Cavaillon#1,ligneRouteCapa,2018-01-15 12:00:00,road,camions,1.9181912128562209
Cavaillon#1,ligneRouteCapa,2018-01-22 12:00:00,road,camions,1.9181912128562209
Cavaillon#1,ligneRouteCapa,2018-01-29 12:00:00,road,camions,1.9181912128562209
Cavaillon#1,ligneRouteCapa,2018-02-05 12:00:00,road,camions,1.926088482135824
Cavaillon#1,ligneRouteCapa,2018-02-12 12:00:00,road,camions,1.926088482135824
Cavaillon#1,ligneRouteCapa,2018-02-19 12:00:00,road,camions,1.926088482135824
Cavaillon#1,ligneRouteCapa,2018-02-26 12:00:00,road,camions,1.926088482135824
Cavaillon#1,ligneRouteCapa,2018-03-05 12:00:00,road,camions,1.9161902612308244
Cavaillon#1,ligneRouteCapa,2018-03-12 12:00:00,road,camions,1.9161902612308244
Cavaillon#1,ligneRouteCapa,2018-03-19 12:00:00,road,camions,1.9161902612308244
Cavaillon#1,ligneRouteCapa,2018-03-26 12:00:00,road,camions,1.9161902612308244
Cavaillon#1,ligneRouteCapa,2018-04-02 12:00:00,road,camions,1.5329522089846594
Cavaillon#1,ligneRouteCapa,2018-04-09 12:00:00,road,camions,1.7893016920888134
Cavaillon#1,ligneRouteCapa,2018-04-16 12:00:00,road,camions,1.7893016920888134
Cavaillon#1,ligneRouteCapa,2018-04-23 12:00:00,road,camions,1.7893016920888134
Cavaillon#1,ligneRouteCapa,2018-04-30 12:00:00,road,camions,1.4314413536710509
Cavaillon#1,ligneRouteCapa,2018-05-07 12:00:00,road,camions,0.8399999999999999
Cavaillon#1,ligneRouteCapa,2018-05-14 12:00:00,road,camions,1.6
Cavaillon#1,ligneRouteCapa,2018-05-21 12:00:00,road,camions,1.3604782382720215
Cavaillon#1,ligneRouteCapa,2018-05-28 12:00:00,road,camions,1.7005977978400268
Cavaillon#1,ligneRouteCapa,2018-06-04 12:00:00,road,camions,1.7005977978400268
Cavaillon#1,ligneRouteCapa,2018-06-11 12:00:00,road,camions,1.691787084766358
Cavaillon#1,ligneRouteCapa,2018-06-18 12:00:00,road,camions,1.691787084766358
Cavaillon#1,ligneRouteCapa,2018-06-25 12:00:00,road,camions,1.691787084766358
Monteux#1,ligneRouteCapa,2018-01-15 12:00:00,road,camions,1.9181912128562209
Monteux#1,ligneRouteCapa,2018-01-22 12:00:00,road,camions,1.9181912128562209
Monteux#1,ligneRouteCapa,2018-01-29 12:00:00,road,camions,1.9181912128562209
Monteux#1,ligneRouteCapa,2018-02-05 12:00:00,road,camions,1.926088482135824
Monteux#1,ligneRouteCapa,2018-02-12 12:00:00,road,camions,1.926088482135824
Monteux#1,ligneRouteCapa,2018-02-19 12:00:00,road,camions,1.926088482135824
Monteux#1,ligneRouteCapa,2018-02-26 12:00:00,road,camions,1.926088482135824
Monteux#1,ligneRouteCapa,2018-03-05 12:00:00,road,camions,1.9161902612308244
Monteux#1,ligneRouteCapa,2018-03-12 12:00:00,road,camions,1.9161902612308244
Monteux#1,ligneRouteCapa,2018-03-19 12:00:00,road,camions,1.9161902612308244
Monteux#1,ligneRouteCapa,2018-03-26 12:00:00,road,camions,1.9161902612308244
Monteux#1,ligneRouteCapa,2018-04-02 12:00:00,road,camions,1.5329522089846594
Monteux#1,ligneRouteCapa,2018-04-09 12:00:00,road,camions,1.7893016920888134
Monteux#1,ligneRouteCapa,2018-04-16 12:00:00,road,camions,1.7893016920888134
Monteux#1,ligneRouteCapa,2018-04-23 12:00:00,road,camions,1.7893016920888134
Monteux#1,ligneRouteCapa,2018-04-30 12:00:00,road,camions,1.4314413536710509
Monteux#1,ligneRouteCapa,2018-05-07 12:00:00,road,camions,0.8399999999999999
Monteux#1,ligneRouteCapa,2018-05-14 12:00:00,road,camions,1.6
Monteux#1,ligneRouteCapa,2018-05-21 12:00:00,road,camions,1.3604782382720215
Monteux#1,ligneRouteCapa,2018-05-28 12:00:00,road,camions,1.7005977978400268
Monteux#1,ligneRouteCapa,2018-06-04 12:00:00,road,camions,1.7005977978400268
Monteux#1,ligneRouteCapa,2018-06-11 12:00:00,road,camions,1.691787084766358
Monteux#1,ligneRouteCapa,2018-06-18 12:00:00,road,camions,1.691787084766358
Monteux#1,ligneRouteCapa,2018-06-25 12:00:00,road,camions,1.691787084766358
Rumilly#1,ligneRouteCapa,2018-01-15 12:00:00,road,camions,1.9181912128562209
Rumilly#1,ligneRouteCapa,2018-01-22 12:00:00,road,camions,1.9181912128562209
Rumilly#1,ligneRouteCapa,2018-01-29 12:00:00,road,camions,1.9181912128562209
Rumilly#1,ligneRouteCapa,2018-02-05 12:00:00,road,camions,1.926088482135824
Rumilly#1,ligneRouteCapa,2018-02-12 12:00:00,road,camions,1.926088482135824
Rumilly#1,ligneRouteCapa,2018-02-19 12:00:00,road,camions,1.926088482135824
Rumilly#1,ligneRouteCapa,2018-02-26 12:00:00,road,camions,1.926088482135824
Rumilly#1,ligneRouteCapa,2018-03-05 12:00:00,road,camions,1.9161902612308244
Rumilly#1,ligneRouteCapa,2018-03-12 12:00:00,road,camions,1.9161902612308244
Rumilly#1,ligneRouteCapa,2018-03-19 12:00:00,road,camions,1.9161902612308244
Rumilly#1,ligneRouteCapa,2018-03-26 12:00:00,road,camions,1.9161902612308244
Rumilly#1,ligneRouteCapa,2018-04-02 12:00:00,road,camions,1.5329522089846594
Rumilly#1,ligneRouteCapa,2018-04-09 12:00:00,road,camions,1.7893016920888134
Rumilly#1,ligneRouteCapa,2018-04-16 12:00:00,road,camions,1.7893016920888134
Rumilly#1,ligneRouteCapa,2018-04-23 12:00:00,road,camions,1.7893016920888134
Rumilly#1,ligneRouteCapa,2018-04-30 12:00:00,road,camions,1.4314413536710509
Rumilly#1,ligneRouteCapa,2018-05-07 12:00:00,road,camions,0.8399999999999999
Rumilly#1,ligneRouteCapa,2018-05-14 12:00:00,road,camions,1.6
Rumilly#1,ligneRouteCapa,2018-05-21 12:00:00,road,camions,1.3604782382720215
Rumilly#1,ligneRouteCapa,2018-05-28 12:00:00,road,camions,1.7005977978400268
Rumilly#1,ligneRouteCapa,2018-06-04 12:00:00,road,camions,1.7005977978400268
Rumilly#1,ligneRouteCapa,2018-06-11 12:00:00,road,camions,1.691787084766358
Rumilly#1,ligneRouteCapa,2018-06-18 12:00:00,road,camions,1.691787084766358
Rumilly#1,ligneRouteCapa,2018-06-25 12:00:00,road,camions,1.691787084766358
Macon#1,ligneRouteCapa,2018-01-15 12:00:00,road,camions,4.795478032140553
Macon#1,ligneRouteCapa,2018-01-22 12:00:00,road,camions,4.795478032140553
Macon#1,ligneRouteCapa,2018-01-29 12:00:00,road,camions,4.795478032140553
Macon#1,ligneRouteCapa,2018-02-05 12:00:00,road,camions,4.815221205339559
Macon#1,ligneRouteCapa,2018-02-12 12:00:00,road,camions,4.815221205339559
Macon#1,ligneRouteCapa,2018-02-19 12:00:00,road,camions,4.815221205339559
Macon#1,ligneRouteCapa,2018-02-26 12:00:00,road,camions,4.815221205339559
Macon#1,ligneRouteCapa,2018-03-05 12:00:00,road,camions,4.790475653077062
Macon#1,ligneRouteCapa,2018-03-12 12:00:00,road,camions,4.790475653077062
Macon#1,ligneRouteCapa,2018-03-19 12:00:00,road,camions,4.790475653077062
Macon#1,ligneRouteCapa,2018-03-26 12:00:00,road,camions,4.790475653077062
Macon#1,ligneRouteCapa,2018-04-02 12:00:00,road,camions,3.832380522461648
Macon#1,ligneRouteCapa,2018-04-09 12:00:00,road,camions,4.473254230222033
Macon#1,ligneRouteCapa,2018-04-16 12:00:00,road,camions,4.473254230222033
Macon#1,ligneRouteCapa,2018-04-23 12:00:00,road,camions,4.473254230222033
Macon#1,ligneRouteCapa,2018-04-30 12:00:00,road,camions,3.578603384177627
Macon#1,ligneRouteCapa,2018-05-07 12:00:00,road,camions,2.1
Macon#1,ligneRouteCapa,2018-05-14 12:00:00,road,camions,4.0
Macon#1,ligneRouteCapa,2018-05-21 12:00:00,road,camions,3.4011955956800537
Macon#1,ligneRouteCapa,2018-05-28 12:00:00,road,camions,4.251494494600067
Macon#1,ligneRouteCapa,2018-06-04 12:00:00,road,camions,4.251494494600067
Macon#1,ligneRouteCapa,2018-06-11 12:00:00,road,camions,4.229467711915895
Macon#1,ligneRouteCapa,2018-06-18 12:00:00,road,camions,4.229467711915895
Macon#1,ligneRouteCapa,2018-06-25 12:00:00,road,camions,4.229467711915895
Corbas#1,ligneRouteCapa,2018-01-15 12:00:00,road,camions,9.590956064281103
Corbas#1,ligneRouteCapa,2018-01-22 12:00:00,road,camions,9.590956064281103
Corbas#1,ligneRouteCapa,2018-01-29 12:00:00,road,camions,9.590956064281103
Corbas#1,ligneRouteCapa,2018-02-05 12:00:00,road,camions,9.630442410679118
Corbas#1,ligneRouteCapa,2018-02-12 12:00:00,road,camions,9.630442410679118
Corbas#1,ligneRouteCapa,2018-02-19 12:00:00,road,camions,9.630442410679118
Corbas#1,ligneRouteCapa,2018-02-26 12:00:00,road,camions,9.630442410679118
Corbas#1,ligneRouteCapa,2018-03-05 12:00:00,road,camions,9.58095130615412
Corbas#1,ligneRouteCapa,2018-03-12 12:00:00,road,camions,9.58095130615412
Corbas#1,ligneRouteCapa,2018-03-19 12:00:00,road,camions,9.58095130615412
Corbas#1,ligneRouteCapa,2018-03-26 12:00:00,road,camions,9.58095130615412
Corbas#1,ligneRouteCapa,2018-04-02 12:00:00,road,camions,7.664761044923298
Corbas#1,ligneRouteCapa,2018-04-09 12:00:00,road,camions,8.946508460444068
Corbas#1,ligneRouteCapa,2018-04-16 12:00:00,road,camions,8.946508460444068
Corbas#1,ligneRouteCapa,2018-04-23 12:00:00,road,camions,8.946508460444068
Corbas#1,ligneRouteCapa,2018-04-30 12:00:00,road,camions,7.157206768355254
Corbas#1,ligneRouteCapa,2018-05-07 12:00:00,road,camions,4.199999999999998
Corbas#1,ligneRouteCapa,2018-05-14 12:00:00,road,camions,8.0
Corbas#1,ligneRouteCapa,2018-05-21 12:00:00,road,camions,6.802391191360107
Corbas#1,ligneRouteCapa,2018-05-28 12:00:00,road,camions,8.502988989200134
Corbas#1,ligneRouteCapa,2018-06-04 12:00:00,road,camions,8.502988989200134
Corbas#1,ligneRouteCapa,2018-06-11 12:00:00,road,camions,8.45893542383179
Corbas#1,ligneRouteCapa,2018-06-18 12:00:00,road,camions,8.45893542383179
Corbas#1,ligneRouteCapa,2018-06-25 12:00:00,road,camions,8.45893542383179
StQuentinChesnes#1,ligneRouteCapa,2018-01-15 12:00:00,road,camions,9.590956064281103
StQuentinChesnes#1,ligneRouteCapa,2018-01-22 12:00:00,road,camions,9.590956064281103
StQuentinChesnes#1,ligneRouteCapa,2018-01-29 12:00:00,road,camions,9.590956064281103
StQuentinChesnes#1,ligneRouteCapa,2018-02-05 12:00:00,road,camions,9.630442410679118
StQuentinChesnes#1,ligneRouteCapa,2018-02-12 12:00:00,road,camions,9.630442410679118
StQuentinChesnes#1,ligneRouteCapa,2018-02-19 12:00:00,road,camions,9.630442410679118
StQuentinChesnes#1,ligneRouteCapa,2018-02-26 12:00:00,road,camions,9.630442410679118
StQuentinChesnes#1,ligneRouteCapa,2018-03-05 12:00:00,road,camions,9.58095130615412
StQuentinChesnes#1,ligneRouteCapa,2018-03-12 12:00:00,road,camions,9.58095130615412
StQuentinChesnes#1,ligneRouteCapa,2018-03-19 12:00:00,road,camions,9.58095130615412
StQuentinChesnes#1,ligneRouteCapa,2018-03-26 12:00:00,road,camions,9.58095130615412
StQuentinChesnes#1,ligneRouteCapa,2018-04-02 12:00:00,road,camions,7.664761044923298
StQuentinChesnes#1,ligneRouteCapa,2018-04-09 12:00:00,road,camions,8.946508460444068
StQuentinChesnes#1,ligneRouteCapa,2018-04-16 12:00:00,road,camions,8.946508460444068
StQuentinChesnes#1,ligneRouteCapa,2018-04-23 12:00:00,road,camions,8.946508460444068
StQuentinChesnes#1,ligneRouteCapa,2018-04-30 12:00:00,road,camions,7.157206768355254
StQuentinChesnes#1,ligneRouteCapa,2018-05-07 12:00:00,road,camions,4.199999999999998
StQuentinChesnes#1,ligneRouteCapa,2018-05-14 12:00:00,road,camions,8.0
StQuentinChesnes#1,ligneRouteCapa,2018-05-21 12:00:00,road,camions,6.802391191360107
StQuentinChesnes#1,ligneRouteCapa,2018-05-28 12:00:00,road,camions,8.502988989200134
StQuentinChesnes#1,ligneRouteCapa,2018-06-04 12:00:00,road,camions,8.502988989200134
StQuentinChesnes#1,ligneRouteCapa,2018-06-11 12:00:00,road,camions,8.45893542383179
StQuentinChesnes#1,ligneRouteCapa,2018-06-18 12:00:00,road,camions,8.45893542383179
StQuentinChesnes#1,ligneRouteCapa,2018-06-25 12:00:00,road,camions,8.45893542383179
StQuentinTotem#1,ligneRouteCapa,2018-01-15 12:00:00,road,camions,9.590956064281103
StQuentinTotem#1,ligneRouteCapa,2018-01-22 12:00:00,road,camions,9.590956064281103
StQuentinTotem#1,ligneRouteCapa,2018-01-29 12:00:00,road,camions,9.590956064281103
StQuentinTotem#1,ligneRouteCapa,2018-02-05 12:00:00,road,camions,9.630442410679118
StQuentinTotem#1,ligneRouteCapa,2018-02-12 12:00:00,road,camions,9.630442410679118
StQuentinTotem#1,ligneRouteCapa,2018-02-19 12:00:00,road,camions,9.630442410679118
StQuentinTotem#1,ligneRouteCapa,2018-02-26 12:00:00,road,camions,9.630442410679118
StQuentinTotem#1,ligneRouteCapa,2018-03-05 12:00:00,road,camions,9.58095130615412
StQuentinTotem#1,ligneRouteCapa,2018-03-12 12:00:00,road,camions,9.58095130615412
StQuentinTotem#1,ligneRouteCapa,2018-03-19 12:00:00,road,camions,9.58095130615412
StQuentinTotem#1,ligneRouteCapa,2018-03-26 12:00:00,road,camions,9.58095130615412
StQuentinTotem#1,ligneRouteCapa,2018-04-02 12:00:00,road,camions,7.664761044923298
StQuentinTotem#1,ligneRouteCapa,2018-04-09 12:00:00,road,camions,8.946508460444068
StQuentinTotem#1,ligneRouteCapa,2018-04-16 12:00:00,road,camions,8.946508460444068
StQuentinTotem#1,ligneRouteCapa,2018-04-23 12:00:00,road,camions,8.946508460444068
StQuentinTotem#1,ligneRouteCapa,2018-04-30 12:00:00,road,camions,7.157206768355254
StQuentinTotem#1,ligneRouteCapa,2018-05-07 12:00:00,road,camions,4.199999999999998
StQuentinTotem#1,ligneRouteCapa,2018-05-14 12:00:00,road,camions,8.0
StQuentinTotem#1,ligneRouteCapa,2018-05-21 12:00:00,road,camions,6.802391191360107
StQuentinTotem#1,ligneRouteCapa,2018-05-28 12:00:00,road,camions,8.502988989200134
StQuentinTotem#1,ligneRouteCapa,2018-06-04 12:00:00,road,camions,8.502988989200134
StQuentinTotem#1,ligneRouteCapa,2018-06-11 12:00:00,road,camions,8.45893542383179
StQuentinTotem#1,ligneRouteCapa,2018-06-18 12:00:00,road,camions,8.45893542383179
StQuentinTotem#1,ligneRouteCapa,2018-06-25 12:00:00,road,camions,8.45893542383179
Volvic#1,ligneRouteCapa,2018-01-15 12:00:00,road,camions,14.38643409642166
Volvic#1,ligneRouteCapa,2018-01-22 12:00:00,road,camions,14.38643409642166
Volvic#1,ligneRouteCapa,2018-01-29 12:00:00,road,camions,14.38643409642166
Volvic#1,ligneRouteCapa,2018-02-05 12:00:00,road,camions,14.445663616018678
Volvic#1,ligneRouteCapa,2018-02-12 12:00:00,road,camions,14.445663616018678
Volvic#1,ligneRouteCapa,2018-02-19 12:00:00,road,camions,14.445663616018678
Volvic#1,ligneRouteCapa,2018-02-26 12:00:00,road,camions,14.445663616018678
Volvic#1,ligneRouteCapa,2018-03-05 12:00:00,road,camions,14.371426959231188
Volvic#1,ligneRouteCapa,2018-03-12 12:00:00,road,camions,14.371426959231188
Volvic#1,ligneRouteCapa,2018-03-19 12:00:00,road,camions,14.371426959231188
Volvic#1,ligneRouteCapa,2018-03-26 12:00:00,road,camions,14.371426959231188
Volvic#1,ligneRouteCapa,2018-04-02 12:00:00,road,camions,11.497141567384947
Volvic#1,ligneRouteCapa,2018-04-09 12:00:00,road,camions,13.419762690666099
Volvic#1,ligneRouteCapa,2018-04-16 12:00:00,road,camions,13.419762690666099
Volvic#1,ligneRouteCapa,2018-04-23 12:00:00,road,camions,13.419762690666099
Volvic#1,ligneRouteCapa,2018-04-30 12:00:00,road,camions,10.73581015253288
Volvic#1,ligneRouteCapa,2018-05-07 12:00:00,road,camions,6.299999999999999
Volvic#1,ligneRouteCapa,2018-05-14 12:00:00,road,camions,12.0
Volvic#1,ligneRouteCapa,2018-05-21 12:00:00,road,camions,10.203586787040159
Volvic#1,ligneRouteCapa,2018-05-28 12:00:00,road,camions,12.754483483800199
Volvic#1,ligneRouteCapa,2018-06-04 12:00:00,road,camions,12.754483483800199
Volvic#1,ligneRouteCapa,2018-06-11 12:00:00,road,camions,12.688403135747686
Volvic#1,ligneRouteCapa,2018-06-18 12:00:00,road,camions,12.688403135747686
Volvic#1,ligneRouteCapa,2018-06-25 12:00:00,road,camions,12.688403135747686
Badoit#1,ligneRouteCapa,2018-01-15 12:00:00,road,camions,19.18191212856221
Badoit#1,ligneRouteCapa,2018-01-22 12:00:00,road,camions,19.18191212856221
Badoit#1,ligneRouteCapa,2018-01-29 12:00:00,road,camions,19.18191212856221
Badoit#1,ligneRouteCapa,2018-02-05 12:00:00,road,camions,19.260884821358236
Badoit#1,ligneRouteCapa,2018-02-12 12:00:00,road,camions,19.260884821358236
Badoit#1,ligneRouteCapa,2018-02-19 12:00:00,road,camions,19.260884821358236
Badoit#1,ligneRouteCapa,2018-02-26 12:00:00,road,camions,19.260884821358236
Badoit#1,ligneRouteCapa,2018-03-05 12:00:00,road,camions,19.161902612308246
Badoit#1,ligneRouteCapa,2018-03-12 12:00:00,road,camions,19.161902612308246
Badoit#1,ligneRouteCapa,2018-03-19 12:00:00,road,camions,19.161902612308246
Badoit#1,ligneRouteCapa,2018-03-26 12:00:00,road,camions,19.161902612308246
Badoit#1,ligneRouteCapa,2018-04-02 12:00:00,road,camions,15.329522089846591
Badoit#1,ligneRouteCapa,2018-04-09 12:00:00,road,camions,17.893016920888133
Badoit#1,ligneRouteCapa,2018-04-16 12:00:00,road,camions,17.893016920888133
Badoit#1,ligneRouteCapa,2018-04-23 12:00:00,road,camions,17.893016920888133
Badoit#1,ligneRouteCapa,2018-04-30 12:00:00,road,camions,14.314413536710507
Badoit#1,ligneRouteCapa,2018-05-07 12:00:00,road,camions,8.399999999999999
Badoit#1,ligneRouteCapa,2018-05-14 12:00:00,road,camions,16.0
Badoit#1,ligneRouteCapa,2018-05-21 12:00:00,road,camions,13.604782382720215
Badoit#1,ligneRouteCapa,2018-05-28 12:00:00,road,camions,17.005977978400267
Badoit#1,ligneRouteCapa,2018-06-04 12:00:00,road,camions,17.005977978400267
Badoit#1,ligneRouteCapa,2018-06-11 12:00:00,road,camions,16.91787084766358
Badoit#1,ligneRouteCapa,2018-06-18 12:00:00,road,camions,16.91787084766358
Badoit#1,ligneRouteCapa,2018-06-25 12:00:00,road,camions,16.91787084766358
Evian#1,ligneRouteCapa,2018-01-15 12:00:00,road,camions,26.854676979987094
Evian#1,ligneRouteCapa,2018-01-22 12:00:00,road,camions,26.854676979987094
Evian#1,ligneRouteCapa,2018-01-29 12:00:00,road,camions,26.854676979987094
Evian#1,ligneRouteCapa,2018-02-05 12:00:00,road,camions,26.965238749901534
Evian#1,ligneRouteCapa,2018-02-12 12:00:00,road,camions,26.965238749901534
Evian#1,ligneRouteCapa,2018-02-19 12:00:00,road,camions,26.965238749901534
Evian#1,ligneRouteCapa,2018-02-26 12:00:00,road,camions,26.965238749901534
Evian#1,ligneRouteCapa,2018-03-05 12:00:00,road,camions,26.826663657231546
Evian#1,ligneRouteCapa,2018-03-12 12:00:00,road,camions,26.826663657231546
Evian#1,ligneRouteCapa,2018-03-19 12:00:00,road,camions,26.826663657231546
Evian#1,ligneRouteCapa,2018-03-26 12:00:00,road,camions,26.826663657231546
Evian#1,ligneRouteCapa,2018-04-02 12:00:00,road,camions,21.46133092578523
Evian#1,ligneRouteCapa,2018-04-09 12:00:00,road,camions,25.050223689243392
Evian#1,ligneRouteCapa,2018-04-16 12:00:00,road,camions,25.050223689243392
Evian#1,ligneRouteCapa,2018-04-23 12:00:00,road,camions,25.050223689243392
Evian#1,ligneRouteCapa,2018-04-30 12:00:00,road,camions,20.040178951394708
Evian#1,ligneRouteCapa,2018-05-07 12:00:00,road,camions,11.759999999999998
Evian#1,ligneRouteCapa,2018-05-14 12:00:00,road,camions,22.4
Evian#1,ligneRouteCapa,2018-05-21 12:00:00,road,camions,19.046695335808295
Evian#1,ligneRouteCapa,2018-05-28 12:00:00,road,camions,23.808369169760372
Evian#1,ligneRouteCapa,2018-06-04 12:00:00,road,camions,23.808369169760372
Evian#1,ligneRouteCapa,2018-06-11 12:00:00,road,camions,23.68501918672901
Evian#1,ligneRouteCapa,2018-06-18 12:00:00,road,camions,23.68501918672901
Evian#1,ligneRouteCapa,2018-06-25 12:00:00,road,camions,23.68501918672901
Amberieu#1,ligneRouteCapa,2018-01-15 12:00:00,road,camions,35.48653743784009
Amberieu#1,ligneRouteCapa,2018-01-22 12:00:00,road,camions,35.48653743784009
Amberieu#1,ligneRouteCapa,2018-01-29 12:00:00,road,camions,35.48653743784009
Amberieu#1,ligneRouteCapa,2018-02-05 12:00:00,road,camions,35.63263691951273
Amberieu#1,ligneRouteCapa,2018-02-12 12:00:00,road,camions,35.63263691951273
Amberieu#1,ligneRouteCapa,2018-02-19 12:00:00,road,camions,35.63263691951273
Amberieu#1,ligneRouteCapa,2018-02-26 12:00:00,road,camions,35.63263691951273
Amberieu#1,ligneRouteCapa,2018-03-05 12:00:00,road,camions,35.44951983277025
Amberieu#1,ligneRouteCapa,2018-03-12 12:00:00,road,camions,35.44951983277025
Amberieu#1,ligneRouteCapa,2018-03-19 12:00:00,road,camions,35.44951983277025
Amberieu#1,ligneRouteCapa,2018-03-26 12:00:00,road,camions,35.44951983277025
Amberieu#1,ligneRouteCapa,2018-04-02 12:00:00,road,camions,28.359615866216195
Amberieu#1,ligneRouteCapa,2018-04-09 12:00:00,road,camions,33.10208130364305
Amberieu#1,ligneRouteCapa,2018-04-16 12:00:00,road,camions,33.10208130364305
Amberieu#1,ligneRouteCapa,2018-04-23 12:00:00,road,camions,33.10208130364305
Amberieu#1,ligneRouteCapa,2018-04-30 12:00:00,road,camions,26.481665042914443
Amberieu#1,ligneRouteCapa,2018-05-07 12:00:00,road,camions,15.539999999999996
Amberieu#1,ligneRouteCapa,2018-05-14 12:00:00,road,camions,29.6
Amberieu#1,ligneRouteCapa,2018-05-21 12:00:00,road,camions,25.1688474080324
Amberieu#1,ligneRouteCapa,2018-05-28 12:00:00,road,camions,31.461059260040496
Amberieu#1,ligneRouteCapa,2018-06-04 12:00:00,road,camions,31.461059260040496
Amberieu#1,ligneRouteCapa,2018-06-11 12:00:00,road,camions,31.298061068177624
Amberieu#1,ligneRouteCapa,2018-06-18 12:00:00,road,camions,31.298061068177624
Amberieu#1,ligneRouteCapa,2018-06-25 12:00:00,road,camions,31.298061068177624
Salvetat#1,ligneRouteCapa,2018-01-15 12:00:00,road,camions,38.36382425712442
Salvetat#1,ligneRouteCapa,2018-01-22 12:00:00,road,camions,38.36382425712442
Salvetat#1,ligneRouteCapa,2018-01-29 12:00:00,road,camions,38.36382425712442
Salvetat#1,ligneRouteCapa,2018-02-05 12:00:00,road,camions,38.52176964271647
Salvetat#1,ligneRouteCapa,2018-02-12 12:00:00,road,camions,38.52176964271647
Salvetat#1,ligneRouteCapa,2018-02-19 12:00:00,road,camions,38.52176964271647
Salvetat#1,ligneRouteCapa,2018-02-26 12:00:00,road,camions,38.52176964271647
